state,program_type,grad_100,grad_100_rate
Ohio,2y all,70.52,77.55
Ohio,2y all,56.71,78.95
Ohio,2y all,72.98,76.01
Ohio,2y all,57.98,72.39
Ohio,2y all,56.1,82.32
Ohio,2y all,52.78,73.3
Ohio,2y all,61.58,74.66
Ohio,2y all,63.59,74.26
Ohio,2y all,57.64,75.6
Ohio,2y all,53.16,75
Ohio,2y all,52.85,76.72
Ohio,2y all,68.83,83.7
Ohio,2y all,73.55,75.75
Ohio,2y all,67.41,73.51
Ohio,2y all,53.73,74.11
Ohio,2y all,65.27,81.15
Ohio,2y all,70.43,79.71
Ohio,2y all,62.31,80.33
Ohio,2y all,55.37,72.08
Ohio,2y all,65.53,75.03
Ohio,2y all,62.97,77.58
Ohio,2y all,69.3,74.5
Ohio,2y all,67.8,82.9
Ohio,2y all,72.66,74.84
Ohio,2y all,69.05,73.87
Ohio,2y all,64.84,81.39
Ohio,2y all,57.47,80.06
Ohio,2y all,64.93,78.3
Ohio,2y all,62.02,80.17
Ohio,2y all,56.73,75.84
Ohio,2y all,57.02,78.68
Ohio,2y all,69.05,81.58
Ohio,2y all,54.59,79.91
Ohio,2y all,55.23,78.92
Ohio,2y all,56.76,80.56
Ohio,2y all,69.34,78.59
Ohio,2y all,69.03,77.54
Ohio,2y all,52.22,72.33
Ohio,2y all,61,78.32
Ohio,2y all,74.36,73.06
Ohio,2y all,59.22,74.07
Ohio,2y all,56.75,73.3
Ohio,2y all,53.48,82.49
Ohio,2y all,73.16,83.85
Ohio,2y all,53.77,79.21
Ohio,2y all,53.07,79.13
Ohio,2y all,65.33,76.22
Ohio,2y all,53.48,72.26
Ohio,2y all,69.13,81.89
Ohio,2y all,60.37,83.29
Ohio,2y all,68.99,76.54
Ohio,2y all,55.21,74.13
Ohio,2y all,65.43,77.03
Ohio,2y all,54.64,74.37
Ohio,2y all,69.74,82.37
Ohio,2y all,55.59,73.06
Ohio,2y all,61.69,76.62
Ohio,2y all,52.21,77.48
Ohio,2y all,52.21,83.18
Ohio,2y all,62.7,78.33
Ohio,2y all,68.08,76.77
Ohio,2y all,58.25,72.31
Ohio,2y all,70.32,82.41
Ohio,2y all,67.43,79.39
Ohio,2y all,52.08,75.98
Ohio,2y all,65.02,82.87
Ohio,2y all,59.68,75.17
Ohio,2y all,74.9,79.23
Ohio,2y all,61.74,77.23
Ohio,2y all,54.09,80.33
Ohio,2y all,59.55,74.29
Ohio,2y all,69.84,76.81
Ohio,2y all,61.83,76.81
Ohio,2y all,70.02,76.02
Ohio,2y all,73.74,75.69
Ohio,2y all,57.77,77.67
Ohio,2y all,57.2,74.78
Ohio,2y all,62.69,75.08
Ohio,2y all,59.79,80.19
Ohio,2y all,64.91,78.18
Ohio,2y all,70.46,81.49
Ohio,2y all,56.38,79.54
Ohio,2y all,73.08,81.57
Ohio,2y all,55.31,79.96
Ohio,2y all,56.46,83.17
Ohio,2y all,55.99,75.74
Ohio,2y all,58.25,73.43
Ohio,2y all,67.76,76.3
Ohio,2y all,58.95,82.61
Ohio,2y all,52.22,76.55
Ohio,2y all,65.67,72.59
Ohio,2y all,72.88,76.41
Ohio,2y all,52.84,82.72
Ohio,2y all,74.72,79.12
Ohio,2y all,53.16,78.32
Ohio,2y all,70.34,77.93
Ohio,2y all,59.93,78.67
Ohio,2y all,71.56,82.84
Ohio,2y all,74.5,82.89
Ohio,2y all,62.36,75.66
Ohio,2y all,69.96,73.89
Ohio,2y all,58.22,82.51
Ohio,2y all,63.63,83.08
Ohio,2y all,74.47,83.67
Ohio,2y all,72.53,77.44
Ohio,2y all,58.75,74.46
Ohio,2y all,66.4,78.65
Ohio,2y all,57.62,81.52
Ohio,2y all,55.39,72.85
Ohio,2y all,61.38,74.23
Ohio,2y all,55.25,78.89
Ohio,2y all,63.44,83.54
Ohio,2y all,56.97,81.02
Ohio,2y all,74.08,81.1
Ohio,2y all,73.09,72.38
Ohio,2y all,60.55,79.02
Ohio,2y all,61.78,73.94
Ohio,2y all,58.36,77.24
Ohio,2y all,66.87,77.84
Ohio,2y all,72.71,82.11
Ohio,2y all,59.01,82.08
Ohio,2y all,59.5,82.27
Ohio,2y all,64.67,83.76
Ohio,2y all,71.32,82.55
Ohio,2y all,54.63,75.41
Ohio,2y all,71.48,78.29
Ohio,2y all,59.53,84
Ohio,2y all,53.34,83.75
Ohio,2y all,69.38,79.51
Ohio,2y all,70.01,81.12
Ohio,2y all,54.51,76.6
Ohio,2y all,70.21,76.79
Ohio,2y all,64.51,78.82
Ohio,2y all,53.51,72.06
Ohio,2y all,63.92,73.47
Ohio,2y all,59.13,75.4
Ohio,2y all,57.91,78.51
Ohio,2y all,57.97,81
Ohio,2y all,53.6,75.38
Ohio,2y all,70.95,76.69
Ohio,2y all,71,76.67
Ohio,2y all,65.38,75.07
Ohio,2y all,72.1,83.82
Ohio,2y all,56.05,73.78
Ohio,2y all,65.05,82.25
Ohio,2y all,69.35,82.03
Ohio,2y all,67.27,83.37
Ohio,2y all,57.88,75.33
Ohio,2y all,58.42,75.16
Ohio,2y all,64.42,77.24
Ohio,2y all,71.69,73.34
Ohio,2y all,60.24,73.04
Ohio,2y all,74.78,76.94
Ohio,2y all,61.97,74.38
Ohio,2y all,58.27,77.45
Ohio,2y all,69.14,74.49
Ohio,2y all,55.29,82.65
Ohio,2y all,55.79,78.42
Ohio,2y all,69.02,82.45
Ohio,2y all,62.61,73.43
Ohio,2y all,66.56,81.73
Ohio,2y all,58.08,72.7
Ohio,2y all,59.62,82.47
Ohio,2y all,67.54,76.16
Ohio,2y all,74.52,76.9
Ohio,2y all,61.53,72.19
Ohio,2y all,55.01,73.91
Ohio,2y all,67.54,82.77
Ohio,2y all,63.67,76.33
Ohio,2y all,70.26,80.14
Ohio,2y all,59.11,75.2
Ohio,2y all,54.8,81.39
Ohio,2y all,74.45,72.83
Ohio,2y all,69.9,76.56
Ohio,2y all,55.22,73.48
Ohio,2y all,66.03,77.29
Ohio,2y all,52.63,72.87
Ohio,2y all,52.61,80
Ohio,2y all,56.8,83.48
Ohio,2y all,59.09,73.18
Ohio,2y all,69.37,79.72
Ohio,2y all,54.9,80.18
Ohio,2y all,70.32,77.15
Ohio,2y all,54.76,77.88
Ohio,2y all,53.71,82.1
Ohio,2y all,74.97,74.67
Ohio,2y all,74.76,74.59
Ohio,2y all,70.6,78.95
Ohio,2y all,58.3,75.01
Ohio,2y all,53.46,73.42
Ohio,2y all,62.61,81.12
Ohio,2y all,53.79,81.24
Ohio,2y all,57.11,78.77
Ohio,2y all,59.76,79.05
Ohio,2y all,60.6,77.25
Ohio,2y all,63.37,82.22
Ohio,2y all,63.93,81.95
Ohio,2y all,72.77,78.96
Ohio,2y all,73.54,83.3
Ohio,2y all,58.94,79.92
Ohio,2y all,53.13,72.51
Ohio,2y all,53.66,76.67
Ohio,2y all,52.84,80.91
Ohio,2y all,61.23,82.17
Ohio,2y all,60.27,81.11
Ohio,2y all,66.8,76.23
Ohio,2y all,52.73,72.3
Ohio,2y all,62.48,76.29
Ohio,2y all,52.65,78.91
Ohio,2y all,55.71,74.7
Ohio,2y all,53.45,77.48
Ohio,2y all,74.46,81.86
Ohio,2y all,62.57,77.09
Ohio,2y all,59.58,73.44
Ohio,2y all,71.71,82.37
Ohio,2y all,53.33,79.39
Ohio,2y all,56.69,74.34
Ohio,2y all,55.81,80.04
Ohio,2y all,71.36,79.35
Ohio,2y all,74.4,83.19
Ohio,2y all,74.13,78.23
Ohio,2y all,58.71,83.66
Ohio,2y all,74.42,75.52
Ohio,2y all,57.51,80.05
Ohio,2y all,70.81,81.28
Ohio,2y all,54.56,73.27
Ohio,2y all,67.57,75.46
Ohio,2y all,52.93,75.48
Ohio,2y all,68.22,80.14
Ohio,2y all,61.44,83.86
Ohio,2y all,64.56,76.98
Ohio,2y all,73.28,74.48
Ohio,2y all,55.94,75.62
Ohio,2y all,56.43,82.95
Ohio,2y all,60.04,72.69
Ohio,2y all,60.67,79
Ohio,4y bach,57.11,81.92
Ohio,4y other,52.84,83.12
Ohio,4y bach,64.14,83.35
Ohio,4y other,69.35,72.59
Ohio,4y bach,55.11,80.29
Ohio,4y other,54.14,76.46
Ohio,4y bach,71.12,78.32
Ohio,4y other,62.18,81.93
Ohio,4y bach,55.65,81.26
Ohio,4y other,64.24,72.2
Ohio,4y bach,56.59,83.38
Ohio,4y other,66.57,75.27
Ohio,4y bach,65.39,72.63
Ohio,4y other,57.02,73.96
Ohio,4y bach,60.25,81.33
Ohio,4y other,60.84,77.5
Ohio,4y bach,55.24,77.21
Ohio,4y other,61.28,77.08
Ohio,4y bach,74.42,75.89
Ohio,4y other,72.58,72.54
Ohio,4y bach,59.54,73.33
Ohio,4y other,71.63,82.43
Ohio,4y bach,54.87,75.23
Ohio,4y other,66.91,83.37
Ohio,4y bach,71.06,79.3
Ohio,4y other,73.67,77.83
Ohio,4y bach,59.5,73.4
Ohio,4y other,57.34,83.38
Ohio,4y bach,52.52,75.7
Ohio,4y other,68.88,77.64
Ohio,4y bach,62.19,73.81
Ohio,4y other,52.26,78.77
Ohio,4y bach,70.15,74.91
Ohio,4y other,58.06,79.9
Ohio,4y bach,67.45,74.3
Ohio,4y other,52.63,83.92
Ohio,4y bach,61.63,73.95
Ohio,4y other,72.14,77.85
Ohio,4y bach,63.06,83
Ohio,4y other,54.03,79.2
Ohio,4y bach,57.71,83.56
Ohio,4y other,72.72,75.83
Ohio,4y bach,70.73,81.72
Ohio,4y other,60.65,76.53
Ohio,4y bach,63.14,72.59
Ohio,4y other,73.31,78.23
Ohio,4y bach,57.21,81.38
Ohio,4y other,65.09,74.56
Ohio,4y bach,65.2,79.53
Ohio,4y other,56.4,72.64
Ohio,4y bach,54.61,80.19
Ohio,4y other,52.76,79.33
Ohio,4y bach,67.28,78.74
Ohio,4y other,57.36,72.34
Ohio,4y bach,61.79,75.42
Ohio,4y other,67.23,78.58
Ohio,4y bach,60.33,77.09
Ohio,4y other,53.12,81.76
Ohio,4y bach,68.18,73.08
Ohio,4y other,67.07,78.92
Ohio,4y bach,56.28,75.09
Ohio,4y other,58.86,81.74
Ohio,4y bach,66.42,74.88
Ohio,4y other,73.45,81.15
Ohio,4y bach,55.7,78.32
Ohio,4y other,64.11,83.21
Ohio,4y bach,57.67,75.22
Ohio,4y other,60.68,76.45
Ohio,4y bach,52.74,83.17
Ohio,4y other,74.23,72.98
Ohio,4y bach,65.01,75.84
Ohio,4y other,52.47,83.97
Ohio,4y bach,69.76,76.15
Ohio,4y other,53.88,75.63
Ohio,4y bach,61.68,80.51
Ohio,4y other,71.15,73.51
Ohio,4y bach,55.08,72.14
Ohio,4y other,70.4,79.26
Ohio,4y bach,52.75,82.57
Ohio,4y other,66.85,73.12
Ohio,4y bach,52.25,74.81
Ohio,4y other,67.07,73.21
Ohio,4y bach,68.94,75.6
Ohio,4y other,72.12,74.23
Ohio,4y bach,70.02,79.74
Ohio,4y other,53.52,82.06
Ohio,4y bach,70.03,79.47
Ohio,4y other,73.83,73.98
Ohio,4y bach,59.07,79.47
Ohio,4y other,56.96,78.21
Ohio,4y bach,70.41,76.3
Ohio,4y other,71.79,75.99
Ohio,4y bach,65.93,81.65
Ohio,4y other,67.69,81.4
Ohio,4y bach,74.97,83.28
Ohio,4y other,62.44,76.77
Ohio,4y bach,67.21,80.47
Ohio,4y other,66.66,79.94
Ohio,4y bach,66.63,77.59
Ohio,4y other,62.1,81.65
Ohio,4y bach,60.37,72.02
Ohio,4y other,70.94,80.67
Ohio,4y bach,72.53,76.42
Ohio,4y other,73.2,73.26
Ohio,4y bach,64.35,74.48
Ohio,4y other,72.17,77.09
Ohio,4y bach,72.94,72.92
Ohio,4y other,60.19,73.12
Ohio,4y bach,69.69,79.99
Ohio,4y other,73.24,77.13
Ohio,4y bach,71.84,76.85
Ohio,4y other,62.86,76.39
Ohio,4y bach,58.59,77.06
Ohio,4y other,67.82,78.33
Ohio,4y bach,65.44,72.03
Ohio,4y other,66.62,75.67
Ohio,4y bach,55.88,80.24
Ohio,4y other,73.67,76.98
Ohio,4y bach,73.09,72.03
Ohio,4y other,53.16,75.67
Ohio,4y bach,62.53,78.18
Ohio,4y other,62.86,72.06
Ohio,4y bach,65.96,79.2
Ohio,4y other,62.03,79.13
Ohio,4y bach,52.43,82.2
Ohio,4y other,73.59,83.27
Ohio,4y bach,52.74,80.96
Ohio,4y other,68.85,82.96
Ohio,4y bach,64.07,80.95
Ohio,4y other,58.45,81.69
Ohio,4y bach,74.56,82.83
Ohio,4y other,58.04,77.51
Ohio,4y bach,61.94,81.1
Ohio,4y other,74.25,80.59
Ohio,4y bach,65.86,72.84
Ohio,4y other,54.04,74.36
Ohio,4y bach,52.81,79.13
Ohio,4y other,55.71,73.29
Ohio,4y bach,61.19,82.99
Ohio,4y other,72.24,75.07
Ohio,4y bach,54.87,75.76
Ohio,4y other,61.27,83.47
Ohio,4y bach,70.75,79.51
Ohio,4y other,58.56,81.23
Ohio,4y bach,54.49,81.28
Ohio,4y other,53.23,77.48
Ohio,4y bach,68.56,83
Ohio,4y other,71.89,72.74
Ohio,4y bach,57.94,81.23
Ohio,4y other,55.98,77.59
Ohio,4y bach,53.12,73.84
Ohio,4y other,72.24,81.73
Ohio,4y bach,67.05,76.65
Ohio,4y other,55.59,77.98
Ohio,4y bach,58.61,82.96
Ohio,4y other,74.23,74.18
Ohio,4y bach,66.38,83.35
Ohio,4y other,66.76,74.96
Ohio,4y bach,73.95,77.29
Ohio,4y other,55.1,82.15
Ohio,4y bach,58.78,80.17
Ohio,4y other,60.5,75.84
Ohio,4y bach,72.46,74.11
Ohio,4y other,58.52,79
Ohio,4y bach,60.86,80.45
Ohio,4y other,65.26,82.36
Ohio,4y bach,52.25,73.75
Ohio,4y other,74.38,76.61
Ohio,4y bach,72.52,74.23
Ohio,4y other,71.9,81.72
Ohio,4y bach,55.67,78.14
Ohio,4y other,59.81,77.77
Ohio,4y bach,70.9,78.32
Ohio,4y other,57.81,82.18
Ohio,4y bach,55.39,79.14
Ohio,4y other,73.4,79.75
Ohio,4y bach,73.88,82.67
Ohio,4y other,61.36,81.02
Ohio,4y bach,61.81,83.6
Ohio,4y other,68.84,81.49
Ohio,4y bach,74.82,79.96
Ohio,4y other,69.18,81.71
Ohio,4y bach,55.53,77.12
Ohio,4y other,69.9,74.47
Ohio,4y bach,68.35,72.97
Ohio,4y other,60.08,78.35
Ohio,4y bach,57.24,80.34
Ohio,4y other,53.31,73.34
Ohio,4y bach,58.39,73.88
Ohio,4y other,70.99,76.82
Ohio,4y bach,57.87,78.26
Ohio,4y other,71.2,82.93
Ohio,4y bach,64.55,78.93
Ohio,4y other,61.18,72.91
Ohio,4y bach,55.88,75.81
Ohio,4y other,55.23,72.93
Ohio,4y bach,63.6,72.57
Ohio,4y other,72.59,76.7
Ohio,4y bach,54.83,77.46
Ohio,4y other,59.11,82.99
Ohio,4y bach,52.41,72.45
Ohio,4y other,54.58,73.58
Ohio,4y bach,74.23,72.21
Ohio,4y other,62.91,74.71
Ohio,4y bach,69.18,78.2
Ohio,4y other,64.08,77.78
Ohio,4y bach,61.07,83.65
Ohio,4y other,64.42,82.85
Ohio,4y bach,53.01,76.42
Ohio,4y other,63.99,81.87
Ohio,4y bach,73.85,72.37
Ohio,4y other,62.66,74.79
Ohio,4y bach,67.76,73.26
Ohio,4y other,71.96,72.78
Ohio,4y bach,59.88,72.83
Ohio,4y other,69.86,76.62
Ohio,4y bach,57.36,76.77
Ohio,4y other,72.28,74.61
Ohio,4y bach,70.37,72.44
Ohio,4y other,74.63,78.33
Ohio,4y bach,67.59,83.77
Ohio,4y other,59.55,73.32
Ohio,4y bach,66.73,75.26
Ohio,4y other,69.49,73.13
Ohio,4y bach,61.74,73.7
Ohio,4y other,58.29,73.3
Ohio,4y bach,71.15,81.12
Ohio,4y other,70.72,72.35
Ohio,4y bach,52.24,73.54
Ohio,4y other,52.96,83.64
Ohio,4y bach,52.85,77.91
Ohio,4y other,53.96,74.97
Ohio,4y bach,53.34,74.01
Ohio,4y other,60.49,82.82
Ohio,4y bach,71.12,78.12
Ohio,4y other,65.66,83.43
Ohio,4y bach,73.4,77.38
Ohio,4y other,74.74,78.77
Ohio,4y bach,73.74,72.22
Ohio,4y other,62.31,80.6
Ohio,4y bach,74.89,80.4
Ohio,4y other,72.22,73.91
Ohio,4y bach,54.12,79.31
Ohio,4y other,64.66,78.5
Ohio,4y bach,68.42,80.39
Ohio,4y other,57.77,77.66
Ohio,4y bach,72.88,72.9
Ohio,4y other,72.08,76.71
Ohio,4y bach,64.82,74.29
Ohio,4y other,63.3,76.93
Ohio,4y bach,71.74,73.17
Ohio,4y other,74.53,75.13
Ohio,4y bach,71.67,75.79
Ohio,4y other,58.91,73.09
Ohio,4y bach,64.03,83.22
Ohio,4y other,55.21,74.66
Ohio,4y bach,59.79,76.42
Ohio,4y other,63.39,80.95
Ohio,4y bach,56.38,72.88
Ohio,4y other,68.59,72.51
Ohio,4y bach,60.9,72.54
Ohio,4y other,67.52,81.82
Ohio,4y bach,53.41,73.69
Ohio,4y other,62.78,81.54
Ohio,4y bach,53.35,81.8
Ohio,4y other,62.75,78.16
Ohio,4y bach,74.83,81.2
Ohio,4y other,66.55,74.76
Ohio,4y bach,74.66,83.1
Ohio,4y other,73.82,72.16
Ohio,4y bach,61.3,73.1
Ohio,4y other,61.75,80.66
Ohio,4y bach,70.65,73
Ohio,4y other,74.96,79.16
Ohio,4y bach,72.99,78.95
Ohio,4y other,60.11,74.63
Ohio,4y bach,68.79,75.32
Ohio,4y other,69.49,82.21
Ohio,4y bach,68.5,78.3
Ohio,4y other,56.99,80.05
Ohio,4y bach,57.81,80.01
Ohio,4y other,70.26,79.1
Ohio,4y bach,69.11,73.1
Ohio,4y other,66.26,75.58
Ohio,4y bach,66.61,79.29
Ohio,4y other,73.02,73.56
Ohio,4y bach,55.62,79.21
Ohio,4y other,74.91,83.6
Ohio,4y bach,62.57,75.08
Ohio,4y other,60.07,81.5
Ohio,4y bach,54.28,80.45
Ohio,4y other,70.52,83.39
Ohio,4y bach,69.64,83.32
Ohio,4y other,74.01,78.47
Ohio,4y bach,59.61,81.73
Ohio,4y other,72.41,72.41
Ohio,4y bach,65.7,76.49
Ohio,4y other,70.19,78.29
Ohio,4y bach,53.51,74.94
Ohio,4y other,57.45,77.25
Ohio,4y bach,56.45,83.04
Ohio,4y other,56.1,83.3
Ohio,4y bach,70.38,76.72
Ohio,4y other,59.25,83.11
Ohio,4y bach,64.48,80.29
Ohio,4y other,66.35,77.49
Ohio,4y bach,58.39,75.96
Ohio,4y other,57.82,83.51
Ohio,4y bach,73.73,76.86
Ohio,4y other,73.65,72.02
Ohio,4y bach,57.94,73.29
Ohio,4y other,66.42,81.18
Ohio,4y bach,56.89,82.73
Ohio,4y other,64.97,74.66
Ohio,4y bach,56.12,78.67
Ohio,4y other,72.61,79.81
Ohio,4y bach,58.97,82.22
Ohio,4y other,58.32,76.93
Ohio,4y bach,57.26,80.77
Ohio,4y other,58.89,83.91
Ohio,4y bach,70.62,79.54
Ohio,4y other,61.39,74.59
Ohio,4y bach,70.26,75.52
Ohio,4y other,56.33,83.4
Ohio,4y bach,56.8,73.42
Ohio,4y other,71.74,73.58
Ohio,4y bach,57.26,77.53
Ohio,4y other,67.82,79.9
Ohio,4y bach,54.55,83.31
Ohio,4y other,70,75.28
Ohio,4y bach,57.64,79.85
Ohio,4y other,74.17,75.69
Ohio,4y bach,62.82,81.27
Ohio,4y other,72.8,82.12
Ohio,4y bach,65.94,81.83
Ohio,4y other,60.87,81.52
Ohio,4y bach,53.62,78.25
Ohio,4y other,66.56,79.67
Ohio,4y bach,63.11,76.68
Ohio,4y other,74.74,76.04
Ohio,4y bach,68.08,83.43
Ohio,4y other,55.04,75.99
Ohio,4y bach,56.67,82.32
Ohio,4y other,63.38,80.71
Ohio,4y bach,62.59,75.24
Ohio,4y other,64.58,77.65
Ohio,4y bach,70.24,78.33
Ohio,4y other,74.96,80.41
Ohio,4y bach,59.63,72.03
Ohio,4y other,56.28,82.83
Ohio,4y bach,59.82,72.31
Ohio,4y other,73.76,77.92
Ohio,4y bach,70.45,81.05
Ohio,4y other,62.01,75.02
Ohio,4y bach,74.4,80.6
Ohio,4y other,61.58,78.01
Ohio,4y bach,59.51,82.35
Ohio,4y other,68.61,76.06
Ohio,4y bach,59.95,82.17
Ohio,4y other,59.77,77.78
Ohio,4y bach,53.99,79.12
Ohio,4y other,68.6,79.65
Ohio,4y bach,54.68,72.36
Ohio,4y other,60.07,83.16
Ohio,4y bach,55.97,82.19
Ohio,4y other,74.49,81.59
Ohio,4y bach,67.26,72.51
Ohio,4y other,63.39,72.76
Ohio,4y bach,74.44,79.66
Ohio,4y other,52.15,78.61
Ohio,4y bach,70.77,72.55
Ohio,4y other,60.59,76.84
Ohio,4y bach,73.61,77.46
Ohio,4y other,61.41,81.84
Ohio,4y bach,55.64,72.73
Ohio,4y other,65.27,73.51
Ohio,4y bach,59,80.78
Ohio,4y other,65.01,83.7
Ohio,4y bach,60.69,75.53
Ohio,4y other,60.37,78.38
Ohio,4y bach,74.83,83.67
Ohio,4y other,65.61,74.79
Ohio,4y bach,54.89,79.39
Ohio,4y other,52.6,78.71
Ohio,4y bach,70.48,82.87
Ohio,4y other,73.08,80.2
Ohio,4y bach,55.93,77.47
Ohio,4y other,68.05,72.33
Ohio,4y bach,68.93,79.3
Ohio,4y other,66.96,79.99
Ohio,4y bach,63.48,76.27
Ohio,4y other,70.38,76.44
Ohio,4y bach,73.93,79.09
Ohio,4y other,53.56,80.57
Ohio,4y bach,71.57,78.89
Ohio,4y other,55.88,76.73
Ohio,4y bach,72.97,77.84
Ohio,4y other,70.88,74.69
Ohio,4y bach,62.05,81.33
Ohio,4y other,67.31,78.07
Ohio,4y bach,61.09,75.63
Ohio,4y other,56,72.85
Ohio,4y bach,59.39,72.2
Ohio,4y other,54.19,83.47
Ohio,4y bach,68.63,73.95
Ohio,4y other,63.8,77
Ohio,4y bach,67.47,82.49
Ohio,4y other,68.86,72.65
Ohio,4y bach,62.31,78.59
Ohio,4y other,74.21,80.85
Ohio,4y bach,66.78,82.44
Ohio,4y other,55.79,75.5
Ohio,4y bach,70.98,77.09
Ohio,4y other,52.57,80.27
Ohio,4y bach,61.69,79.73
Ohio,4y other,59.38,74.02
Ohio,4y bach,66.43,77.66
Ohio,4y other,61.22,82.96
Ohio,4y bach,57.64,80.44
Ohio,4y other,54.75,75.99
Ohio,4y bach,70.28,83.27
Ohio,4y other,68.28,74.65
Ohio,4y bach,71.2,72.39
Ohio,4y other,73.12,83.19
Ohio,4y bach,64.82,72.5
Ohio,4y other,62.42,75.28
Ohio,4y bach,64.69,79.92
Ohio,4y other,70.55,73.28
Ohio,4y bach,72.2,82.38
Ohio,4y other,69.67,79.33
Ohio,4y bach,62.03,79.84
Ohio,4y other,69.59,73.91
Ohio,4y bach,68.98,80.46
Ohio,4y other,56.2,82.68
Ohio,4y bach,73,81.41
Ohio,4y other,71.56,83.17
Ohio,4y bach,53.01,75.43
Ohio,4y other,65.44,77.43
Ohio,4y bach,59.24,77.45
Ohio,4y other,68.17,73.75
Ohio,4y bach,74.64,77.55
Ohio,4y other,56.4,73.53
Ohio,4y bach,62.73,80.96
Ohio,4y other,63.77,74.62
Ohio,4y bach,71.3,72.8
Ohio,4y other,56.85,79.98
Ohio,4y bach,69.67,80.99
Ohio,4y other,68.01,83.26
Ohio,4y bach,59.1,72.62
Ohio,4y other,62.5,72.57
Ohio,4y bach,71.09,82.79
Ohio,4y other,62.13,79.9
Ohio,4y bach,63.88,73.08
Ohio,4y other,60.27,77.7
Ohio,4y bach,68.09,72.22
Ohio,4y other,56.15,73.34
Ohio,4y bach,61.63,73.13
Ohio,4y other,61.2,72.51
Ohio,4y bach,73.16,78.9
Ohio,4y other,74.42,77.21
Ohio,4y bach,58.63,80.69
Ohio,4y other,53.93,83.47
Ohio,4y bach,66.28,76.14
Ohio,4y other,52.5,83.24
Ohio,4y bach,64.93,72.05
Ohio,4y other,61.14,82.31
Ohio,4y bach,73.19,81.96
Ohio,4y other,56.37,75.26
Ohio,4y bach,67.01,79.52
Ohio,4y other,70.79,80.35
Ohio,4y bach,68.06,72.49
Ohio,4y other,62.38,79.89
Ohio,4y bach,74.08,82.34
Ohio,4y other,66.15,75.01
Ohio,4y bach,69.54,75.66
Ohio,4y other,58.08,74.41
Ohio,4y bach,62.04,74.49
Ohio,4y other,64.79,80.03
Ohio,4y bach,54.89,74.97
Ohio,4y other,73.93,77.48
Ohio,4y bach,54.41,76.96
Ohio,4y other,72.68,80.79
Ohio,4y bach,71.37,82.42
Ohio,4y other,56.25,80.37
Ohio,4y bach,68.2,76.92
Ohio,4y other,69.12,81.7
Ohio,4y bach,58.89,76.1
Ohio,4y other,54.36,76.26
Ohio,4y bach,58.97,72.16
Ohio,4y other,71.16,78.3
Ohio,4y bach,70.74,78.13
Ohio,4y other,58.84,81.55
Ohio,4y bach,61.32,80.92
Ohio,4y other,63.11,83.18
Ohio,4y bach,67.25,74.42
Ohio,4y other,71.98,81.12
Ohio,4y bach,60.99,75.07
Ohio,4y other,56.17,76.8
Ohio,4y bach,65.76,82.1
Ohio,4y other,60.95,79.76
Ohio,4y bach,73.92,81
Ohio,4y other,65.25,80.8
Ohio,4y bach,71.04,75.69
Ohio,4y other,55.24,83.5
Ohio,4y bach,65.32,80.88
Ohio,4y other,73.58,79.44
Ohio,4y bach,59.59,81.86
Ohio,4y other,61.37,80.7
Ohio,4y bach,73.64,80.49
Ohio,4y other,52.75,72.36
Ohio,4y bach,72.49,79.78
Ohio,4y other,60.76,72.15
Ohio,4y bach,58.34,76.52
Ohio,4y other,72.92,81.38
Ohio,4y bach,55.86,83.34
Ohio,4y other,57.43,75.99
Ohio,4y bach,68.92,78.01
Ohio,4y other,73.58,74.74
Ohio,4y bach,64.22,79.24
Ohio,4y other,70.21,74.46
Ohio,4y bach,62.67,72.5
Ohio,4y other,54.3,83.07
Ohio,4y bach,61.5,77.06
Ohio,4y other,68.1,82.14
Ohio,4y bach,59.05,83.26
Ohio,4y other,53.91,83.33
Ohio,4y bach,60.01,80.49
Ohio,4y other,64.34,78.84
Ohio,4y bach,61.77,74.75
Ohio,4y other,69.45,75.13
Ohio,4y bach,63.35,72.54
Ohio,4y other,59.62,80.08
Ohio,4y bach,69.48,82.93
Ohio,4y other,71.81,76.83
Ohio,4y bach,66.28,77.72
Ohio,4y other,53.27,74.4
Ohio,4y bach,67.5,72.16
Ohio,4y other,72.86,83.92
Ohio,4y bach,64.09,82.59
Ohio,4y other,72.98,75.25
Ohio,4y bach,57.5,73.79
Ohio,4y other,73.24,78.92
Ohio,4y bach,63.7,76.19
Ohio,4y other,65.8,77.22
Ohio,4y bach,66.02,76.61
Ohio,4y other,73.27,78.03
Ohio,4y bach,68.08,78.56
Ohio,4y other,57.81,76.5
Ohio,4y bach,73.4,79.75
Ohio,4y other,59.77,80.53
Ohio,4y bach,59.95,73.55
Ohio,4y other,59.41,78.46
Ohio,4y bach,68.58,74.84
Ohio,4y other,67.82,81.22
Ohio,4y bach,71.9,72.72
Ohio,4y other,63.31,72.49
Ohio,4y bach,65.33,73.04
Ohio,4y other,68.95,76.4
Ohio,4y bach,63.53,78.19
Ohio,4y other,57.32,73.27
Ohio,4y bach,55.58,75.79
Ohio,4y other,65.58,79.26
Ohio,4y bach,57,72.81
Ohio,4y other,60.68,72.15
Ohio,4y bach,56.75,81.09
Ohio,4y other,57.58,76.62
Ohio,4y bach,73.69,77.12
Ohio,4y other,53.71,77.57
Ohio,4y bach,69.8,74.8
Ohio,4y other,61.09,75.06
Ohio,4y bach,62.4,81.5
